Operator Code,Operator Name,Telephony Name,Country Name,Country Code,Last Modified,AIRAC
ESA,"ESCAIR, S.L.",MALAGAIR,SPAIN,ESP,27-Mar-2008,05-09-2024
ESY,"EASOFLYERS, S.L.",DONOSTI,SPAIN,ESP,22-Jul-2008,05-09-2024
ETF,UNIDADES AEROMOVILES DEL EJERCITO DE TIERRA,-,SPAIN,ESP,26-Apr-2010,05-09-2024
FBY,"FLY BAI, S.L.",BAI FLY,SPAIN,ESP,25-Jun-2009,05-09-2024
FNO,AEROFLOTA DEL NOROESTE S.L.,RIAZOR,SPAIN,ESP,17-Nov-1999,05-09-2024
FOT,"AVIAT AVIACION Y TRABAJOS AEREOS, S.L.",AVIFOTO,SPAIN,ESP,31-May-2007,05-09-2024
GCF,AERONOR,AEROCARTO,SPAIN,ESP,11-Jun-1998,05-09-2024
GMJ,"GAMISA AVIACION, S.L.",GAMISA,SPAIN,ESP,26-Apr-2005,05-09-2024
GPL,"GESPLANE SERVICIOS AEREOS, S.L.",GESPLANE,SPAIN,ESP,01-Mar-2007,05-09-2024
GPM,GRUP AIR-MED S.A.,GRUPOMED,SPAIN,ESP,03-Mar-2004,05-09-2024
HBB,NIMBUS,-,SPAIN,ESP,16-Apr-2010,05-09-2024
HCT,CAT HELICOPTERS S.L.,ROTORCAT,SPAIN,ESP,26-Mar-2007,05-09-2024
HDC,"HELICOPTEROS DE CATALUNA, S.A.",HELICATALUNA,SPAIN,ESP,17-Apr-2001,05-09-2024
HEF,"HELICOPTEROS DEL MARE NOSTRUM, S.A.",-,SPAIN,ESP,06-Apr-2010,05-09-2024
HEG,J.J. GRADIN AVIACION,-,SPAIN,ESP,15-Apr-2010,05-09-2024
HOA,BALEARES LINK EXPRESS S.L.,HOLA,SPAIN,ESP,22-May-2002,05-09-2024
HRA,"HELI-IBERICA, S.A.",ERICA,SPAIN,ESP,18-Jul-1990,05-09-2024
IBB,BINTER CANARIAS,BINTER,SPAIN,ESP,14-Jul-2023,05-09-2024
IBE,"IBERIA - LINEAS AEREAS DE ESPANA, SOCIEDAD ANONIMA OPERADORA",IBERIA,SPAIN,ESP,11-Jan-2011,05-09-2024
IBJ,"AIR TAXI & CHARTER INTERNATIONAL, S.L.",IBERTAXI,SPAIN,ESP,26-Jul-2007,05-09-2024
IBR,IBERTOUR SERVICIOS AEREOS S.L.U.,IBERTOUR,SPAIN,ESP,15-Sep-2005,05-09-2024
IBS,"COMPANIA OPERADORA DE CORTO Y MEDIO RADIO IBERIA EXPRESS, S.A.U.",IBEREXPRES,SPAIN,ESP,23-Dec-2011,05-09-2024
ICC,INSTITUTO CARTOGRAFICO DE CATALUNA,CARTO,SPAIN,ESP,14-Mar-1991,05-09-2024
ICP,"INTERCOPTERS, S.A.",CHOPER,SPAIN,ESP,03-Dec-2001,05-09-2024
ICW,"ICARO SERVICIOS AEREOS, S.L.",-,SPAIN,ESP,08-Apr-2010,05-09-2024
ISW,ISLAS AIRWAYS,PINTADERA,SPAIN,ESP,09-Apr-2002,05-09-2024
ITN,"INDUSTRIAS TITAN, S.A.",TITANLUX,SPAIN,ESP,26-Sep-1991,05-09-2024
JUM,"JUMP AVIATION, S.L.",-,SPAIN,ESP,13-Jan-2011,05-09-2024
KOA,"KOANDA AVIACION, S.L.",KOANDA,SPAIN,ESP,21-Nov-2006,05-09-2024
KOM,COSMO LINEAS AEREAS S.L.,BLACKEAGLE,SPAIN,ESP,26-Nov-2012,05-09-2024
LAV,"ALBA STAR, S.A.",ALBASTAR,SPAIN,ESP,10-Aug-2010,05-09-2024
LAX,LAMINAR AIR S.L.,-,SPAIN,ESP,27-Nov-2012,05-09-2024
LJT,TAXIJET,LIFEJET,SPAIN,ESP,24-Sep-2010,05-09-2024
LTE,L T E INTERNATIONAL AIRWAYS S.A.,FUN JET,SPAIN,ESP,07-Jun-1996,05-09-2024
LUE,AEROCLUB DE ALICANTE,-,SPAIN,ESP,06-Apr-2010,05-09-2024
LVL,FLY LEVEL,DALI,SPAIN,ESP,21-May-2024,05-09-2024
MGA,M G AVIACION S.L.,MAG AVIACION,SPAIN,ESP,27-Nov-1996,05-09-2024
MGO,PUNTO FA S.L.,MANGO,SPAIN,ESP,14-Jun-2006,05-09-2024
MPD,AIR COMET,RED COMET,SPAIN,ESP,12-Mar-1997,05-09-2024
NEO,"AERONAUTICA DEL PRINCIPADO, S.L.",-,SPAIN,ESP,20-May-2010,05-09-2024
NVA,AEROCLUB DE ALBACETE,-,SPAIN,ESP,07-Apr-2010,05-09-2024
NVO,"ENVUELO, S.L.",ENVUELO,SPAIN,ESP,11-Dec-2006,05-09-2024
RAY,REAL AEROCLUB DE NAVARRA,-,SPAIN,ESP,26-Mar-2010,05-09-2024
RAZ,REAL AERO CLUB ZARAGOZA ,-,SPAIN,ESP,26-Mar-2010,05-09-2024
RCB,REAL AERO CLUB DE BALEARES,BALEARES,SPAIN,ESP,05-May-1995,05-09-2024
RCD,REAL AEROCLUB DE TENERIFE,AEROCLUB,SPAIN,ESP,06-May-1997,05-09-2024
RCL,REAL AERO CLUB DE VALENCIA,-,SPAIN,ESP,06-Apr-2010,05-09-2024
RGK,REAL AEROCLUB DE GRAN CANARIA,GRANCA,SPAIN,ESP,29-Jan-2008,05-09-2024
RLC,REAL AEROCLUB DE LLEIDA,-,SPAIN,ESP,09-Jul-2010,05-09-2024
RYJ,AEROTAXIS DEL MEDITERRANEO S.L.,RYJET,SPAIN,ESP,20-Mar-2007,05-09-2024
SAL,SOCIEDAD AERONAUTICA PENINSULAR S.L.,+,SPAIN,ESP,09-Feb-2009,05-09-2024
SAU,"SERVICIOS AEREOS EUROPEOS Y TRATAMIENTOS AGRICOLAS, S.L. (SAETA)",+,SPAIN,ESP,08-Apr-2010,05-09-2024
SEV,"SERAIR TRANSWORLD PRESS, S.L.",CARGOPRESS,SPAIN,ESP,23-Feb-2004,05-09-2024
SFD,SPEED FLY,DRACO,SPAIN,ESP,05-Nov-2007,05-09-2024
SGP,SAGOLAIR TRANSPORTES EJECUTIVOS S.L.,SAGOLAIR,SPAIN,ESP,26-Apr-2005,05-09-2024
SUC,"SUNFLY, S.L.",-,SPAIN,ESP,24-Sep-2010,05-09-2024
SUH,"SURAVIA, S.A.",-,SPAIN,ESP,15-Apr-2010,05-09-2024
TAQ,"TRABAJOS AEREOS PUBLICITARIOS, S.L.",-,SPAIN,ESP,06-May-2010,05-09-2024
TAV,COMPANIA DE SERVICIOS AEREOS TAVISA,TAVISA,SPAIN,ESP,02-Jan-1991,05-09-2024
TSX,CLUB DE VUELO TAS,-,SPAIN,ESP,06-Apr-2010,05-09-2024
UCO,UCOAVIACION S.L.,UCOAVIACION,SPAIN,ESP,28-Nov-2006,05-09-2024
UGC,"URGEMER CANARIAS, S.L.",URGEMER,SPAIN,ESP,14-Feb-2001,05-09-2024
UHE,UNIDAD DE HELICOPTEROS DE LA ERTZAINTZA,-,SPAIN,ESP,06-Apr-2010,05-09-2024
VDC,PRIVIUM S.L. (EXCELAIR),PRIVIUM,SPAIN,ESP,04-Jul-2011,05-09-2024
VEP,"AVIATION VIP, S.L.",-,SPAIN,ESP,16-Jul-2010,05-09-2024
VSC,SOCIEDAD DE PROMOCIÓN Y GESTIÓN DEL TURISMO ARAGONES S.L.U.,-,SPAIN,ESP,23-Jul-2014,05-09-2024
ALJ,ALVARO GARCIA GONZALEZ DE AGUILAR,-,SPAIN,ESP,09-Jul-2010,05-09-2024
AZT,"AZIMUT, S.A.",AZIMUT,SPAIN,ESP,08-Sep-1989,05-09-2024
BLP,BLIMP S.L,-,SPAIN,ESP,23-Jun-2010,05-09-2024
CGM,"TRABAJOS AEREOS Y PUBLICIDAD ANDALUZA, S.L.",-,SPAIN,ESP,15-Apr-2010,05-09-2024
CNU,AIR CONSUL,AIR CONSUL,SPAIN,ESP,29-Apr-1998,05-09-2024
CVO,CENTER VOL S.A.,CENTERVOL,SPAIN,ESP,03-Sep-1999,05-09-2024
CYG,"CORPORATION YGNUS AIR, S.A. (GESTAIR CARGO)",-,SPAIN,ESP,07-Apr-2010,05-09-2024
DIS,AERODIS AVIACION S.L.,AERODIS,SPAIN,ESP,07-Mar-2012,05-09-2024
DNC,"AERODYNAMICS MALAGA, S.L.",FLYINGOLIVE,SPAIN,ESP,22-Nov-2001,05-09-2024
EAX,EUROPEAN AVIATION SCHOOL OF BARCELONA,AEREAS,SPAIN,ESP,18-Oct-2018,05-09-2024
EBV,"AERBRAVA, S.C.P.",-,SPAIN,ESP,09-Feb-2012,05-09-2024
ECL,"AERONAUTICA CASTELLANA, S.L.",AERO CASTELLANA,SPAIN,ESP,28-Jun-2000,05-09-2024
ECN,"EURO CONTINENTAL AIE, S.L.",EURO CONTINENTAL,SPAIN,ESP,17-Feb-1998,05-09-2024
ECU,EC-FLY,+,SPAIN,ESP,30-Mar-2010,05-09-2024
ENA,"ESPANA, DIRECCION GENERAL DE AVIACION CIVIL  Y TELECOMUNICACIONES",ENA,SPAIN,ESP,07-Sep-1989,05-09-2024
ENW,AERONAVES DEL NOROESTE,AERONOR,SPAIN,ESP,27-May-1998,05-09-2024
EPJ,TRABAJOS AEREOS ESPEJO S.L.,ESPEJO,SPAIN,ESP,17-Dec-2007,05-09-2024
FLK,FLYLINK EXPRESS S.A.,FLYLINK,SPAIN,ESP,31-Jan-2006,05-09-2024
FLM,FLYING LAMM S.L.,-,SPAIN,ESP,28-Feb-2012,05-09-2024
FLU,ASOCIACION AEROCLUB AEREO 2000,-,SPAIN,ESP,06-Apr-2010,05-09-2024
FLY,"FLYGO, S.L.",-,SPAIN,ESP,30-Mar-2010,05-09-2024
FMA,"FUMIGACION AEREA ANDALUZA, S.A.",FAASA,SPAIN,ESP,20-Jan-2009,05-09-2024
FYA,SERVICIOS AEREOS INTEGRALES S.A. (FLYANT),FLYANT,SPAIN,ESP,14-Jul-2006,05-09-2024
FYR,"TRABAJOS AEREOS FOTOGRAFIA Y REPORTAJES, S.L.",-,SPAIN,ESP,26-Mar-2010,05-09-2024
FYS,EUROPEAN FLYERS,EUROPEAN FLYERS,SPAIN,ESP,20-Jul-2017,05-09-2024
FZM,TRABAJOS AEREOS DE CORDOBA S.L.,-,SPAIN,ESP,16-May-2011,05-09-2024
GVN,GAVINA,GAVINA,SPAIN,ESP,20-Mar-2000,05-09-2024
GWR,AURA AIRLINES SL (GOWAIR),LEMON,SPAIN,ESP,09-May-2017,05-09-2024
HLB,"HELITRANSPYRINEES, S.L.",-,SPAIN,ESP,08-Apr-2010,05-09-2024
HLP,HELIPISTAS S.L.,HELIPISTAS,SPAIN,ESP,01-May-1998,05-09-2024
HYO,ASTURAVIA,-,SPAIN,ESP,16-Apr-2010,05-09-2024
IAA,"INAER AVIONES ANFIBIOS, S.A.U.",ANFIBIOS,SPAIN,ESP,30-Mar-2010,05-09-2024
IEK,"INAER EUSKADI, S.A.",INAER EUSKADI,SPAIN,ESP,23-Sep-2009,05-09-2024
ILD,"ILERDAIR, S.L.",-,SPAIN,ESP,06-Apr-2010,05-09-2024
JEP,JETS PERSONALES S.A.,JET PERSONALES,SPAIN,ESP,17-Jun-2005,05-09-2024
JJM,"REGIONAL GEODATA AIR, S.A.",GEODATA,SPAIN,ESP,04-Nov-2002,05-09-2024
JRY,JET READY,JET READY,SPAIN,ESP,09-Sep-2010,05-09-2024
LSX,"ATLAS EXECUTIVE AIR, S.L.",ATLAS EXEC,SPAIN,ESP,16-Jul-2010,05-09-2024
MND,CORPORATEJETS XXI S.A.,CUGAT,SPAIN,ESP,17-Apr-2007,05-09-2024
MNK,REAL AEROCLUB DE MAHON,-,SPAIN,ESP,07-Apr-2010,05-09-2024
MYO,"DOMINGUEZ TOLEDO, S.A. (GRUPO MAYORAL)",MAYORAL,SPAIN,ESP,09-Dec-1997,05-09-2024
NLM,NO LIMITS AIR,+,SPAIN,ESP,29-Mar-2007,05-09-2024
OAR,"GRUPO ONE AIR AVIACION, S.L.",BOSS AIR,SPAIN,ESP,24-Feb-2011,05-09-2024
OBJ,"COMUNICACION GLOBAL OBJETIVO, S.L.",OBJETIVO,SPAIN,ESP,16-Apr-2010,05-09-2024
OEW,ONE AIRWAYS,DREAMER,SPAIN,ESP,03-Aug-2016,05-09-2024
PAE,"PAISAJES ESPANOLES, S.A.",PAISAJES,SPAIN,ESP,15-Nov-1990,05-09-2024
PNR,PANAIR,SKYJET,SPAIN,ESP,07-Sep-1989,05-09-2024
PSY,PLANIFICACION Y SOLUCIONES AEREAS,PLYSA,SPAIN,ESP,19-Jun-2018,05-09-2024
PUE,"PLUS ULTRA LINEAS AEREAS, S.A.",SPANISH,SPAIN,ESP,17-Oct-2012,05-09-2024
QFY,QUALITY FLY S.A.,-,SPAIN,ESP,02-Jun-2011,05-09-2024
QTM,QUANTUM AIR  S.A.,GANSUM,SPAIN,ESP,03-Mar-2009,05-09-2024
RAO,REAL AEROLUB DE MALAGA,-,SPAIN,ESP,15-Apr-2010,05-09-2024
RGN,"CYGNUS AIR, S.A.",CYGNUS AIR,SPAIN,ESP,17-Jun-2003,05-09-2024
RIS,AERIS GESTION S.L.,AERIS,SPAIN,ESP,08-Dec-2005,05-09-2024
ROG,FUNDACION REGO,REGO,SPAIN,ESP,26-Nov-2002,05-09-2024
RRB,AERO CLUB DE CASTELLON,-,SPAIN,ESP,06-Apr-2010,05-09-2024
SCG,"SERVICIOS AEREOS COSTA CALIDA, S.L.",COSTA CALIDA,SPAIN,ESP,30-Mar-2010,05-09-2024
SSA,"SKY SERVICE AVIATION, S.L.",STAR-JET,SPAIN,ESP,26-Sep-2006,05-09-2024
SSM,SOCIEDAD DE SALVAMENTO Y SEGURIDAD MARITIMA,SASEMAR,SPAIN,ESP,07-Jul-2010,05-09-2024
SSS,"COMPANIA DE SERVICIOS AEREOS, S.A. (SAESA)",SAESA,SPAIN,ESP,21-Mar-1991,05-09-2024
TGE,TRABAJOS AEREOS S.A.,TASA,SPAIN,ESP,07-Sep-1989,05-09-2024
TGM,"TAG AVIATION ESPANA, S.A.",TAG ESPANA,SPAIN,ESP,07-Oct-2005,05-09-2024
TLY,TOP-FLY,TOPFLY,SPAIN,ESP,09-Jun-1998,05-09-2024
TVH,"TURISVOL, S.L.",-,SPAIN,ESP,07-Apr-2010,05-09-2024
VIJ,CLUB AERO VIGO,AERO VIGO,SPAIN,ESP,23-Jun-2010,05-09-2024
VLG,VUELING AIRLINES,VUELING,SPAIN,ESP,26-Nov-2004,05-09-2024
WNR,WONDAIR ON DEMAND AVIATION S.L.,WONDAIR,SPAIN,ESP,09-Mar-2005,05-09-2024
ANU,ANDALUS,ANDALUS,SPAIN,ESP,25-May-2009,05-09-2024
APB,"TRATAMIENTOS AGRICOLAS AEREOS PERAN, S.L.",-,SPAIN,ESP,08-Apr-2010,05-09-2024
BEF,"BALEAR EXPRESS, S.L.",BALEAR EXPRESS,SPAIN,ESP,13-Jan-2004,05-09-2024
CDT,REAL AERO CLUB DE REUS-COSTA DORADA,AEROREUS,SPAIN,ESP,17-Apr-1998,05-09-2024
CKM,"RIVAFLECHA, S.L. (BKS AIR)",RIVAFLECHA,SPAIN,ESP,13-Sep-2006,05-09-2024
CLI,"CLICKAIR, S.A.",CLICKJET,SPAIN,ESP,13-Oct-2006,05-09-2024
CTB,THOMAS COOK AIRLINES BALEARICS S.L.,SUNNYHEART,SPAIN,ESP,01-Dec-2017,05-09-2024
DCY,"INVERSIONES Y PROMOCIONES DUCOY, S.L.",DUCOY,SPAIN,ESP,17-Oct-2008,05-09-2024
DGC,SERVICIO AEREO DE LA GUARDIA CIVIL,-,SPAIN,ESP,26-Apr-2010,05-09-2024
DGP,CUERPO NACIONAL DE POLICIA,-,SPAIN,ESP,07-Apr-2010,05-09-2024
DVN,ADVENTIA,ADVENTIA,SPAIN,ESP,15-Dec-2010,05-09-2024
DYM,"DYNAMIC AIR, S.L.",DYNAMIC SKY,SPAIN,ESP,26-Apr-2010,05-09-2024
ELD,"EROPORTER, S.L.",-,SPAIN,ESP,26-Mar-2010,05-09-2024
ELE,"EUROAIRLINES, S.L.",EUROLINE,SPAIN,ESP,29-Mar-2007,05-09-2024
EVE,"EVELOP AIRLINE, S.L.",EVELOP,SPAIN,ESP,04-Jul-2013,05-09-2024
EXU,"EXECUTIVE AIRLINES, S.L.",SACIR,SPAIN,ESP,13-Dec-2000,05-09-2024
FFI,"INFINIT AIR, S.L.",INFINIT,SPAIN,ESP,09-Oct-2002,05-09-2024
FFN,"FLY & FUN, S.L.",-,SPAIN,ESP,20-Jan-2011,05-09-2024
FGC,DEPARTAMENTO DE AGRICULTURA DE LA GENERALITAT DE CATALUNA,FORESTALES,SPAIN,ESP,25-May-2009,05-09-2024
FIL,FLY LINE S.L.,FLYLINE,SPAIN,ESP,08-Jan-2004,05-09-2024
FSM,AIRPILOT ESCUELA DE VUELO S.L.,-,SPAIN,ESP,29-Sep-2011,05-09-2024
FTE,COSTA BLANCA FLIGHT TRAINING CENTER,-,SPAIN,ESP,07-Apr-2010,05-09-2024
FTL,FLIGHTLINE,FLIGHT-AVIA,SPAIN,ESP,05-May-1995,05-09-2024
GDR,"GADAIR EUROPEAN AIRLINES, S.L.",GADAIR LINES,SPAIN,ESP,20-Jul-2007,05-09-2024
GES,"GESTAIR, S.A.",GESTAIR,SPAIN,ESP,09-Sep-2010,05-09-2024
HET,TAF HELICOPTERS S.A.,HELITAF,SPAIN,ESP,10-Jun-1991,05-09-2024
HIC,"HELICOPTEROS INSULARES, S.L.",+,SPAIN,ESP,30-Mar-2010,05-09-2024
HIF,HELI-IBERICA FOTOGRAMETRIA S.L.,HIFSA,SPAIN,ESP,14-Jul-2006,05-09-2024
HSH,HISPANICA DE AVIACION S.A.,HISPANICA,SPAIN,ESP,30-Mar-2010,05-09-2024
HSS,"COMPANIA TRANSPORTES AEREOS DEL SUR, S.A.",TAS HELICOPTEROS,SPAIN,ESP,29-Jul-1994,05-09-2024
HSW,"HELISWISS IBERICA, S.A.",HELIBERICA,SPAIN,ESP,05-Jun-2007,05-09-2024
HSY,SKY HELICOPTEROS S.A.,HELISKY,SPAIN,ESP,20-Jul-2004,05-09-2024
HTH,"HELITT LINEAS AEREAS, S.A.",ALBORAN,SPAIN,ESP,21-Sep-2011,05-09-2024
HTY,"GLOBAL AERONAUTICS SOLUTIONS CORP, S.L.",HELITY,SPAIN,ESP,10-May-2017,05-09-2024
HWH,HELICOPTER WORLD,HELIWORLD,SPAIN,ESP,09-Sep-2010,05-09-2024
IMD,"IMD AIRWAYS, S.L.",JETBULL,SPAIN,ESP,07-Jul-2010,05-09-2024
ING,"INAER GALICIA, S.L.",INAER GALICIA,SPAIN,ESP,23-Sep-2009,05-09-2024
INI,INITIUM AVIATION,INITIUM,SPAIN,ESP,01-Mar-2018,05-09-2024
INR,"INAER HELICOPTEROS, S.A.",INAER HELICOPTEROS,SPAIN,ESP,23-Sep-2009,05-09-2024
INT,"INTEGRA MAP & GEOINFORMACION CONSULTING, S.L.",INTEGRA,SPAIN,ESP,20-Aug-2007,05-09-2024
IOF,"INAER HELICOPTEROS OFF-SHORE, S.A.",INAER OFFSHORE,SPAIN,ESP,14-Oct-2009,05-09-2024
IPL,AIRPULL AVIATION,IPULL,SPAIN,ESP,01-Dec-2004,05-09-2024
IWD,"IBERWORLD AIRLINES, S.A.",IBERWORLD,SPAIN,ESP,08-Apr-2010,05-09-2024
JKK,SPANAIR,SPANAIR,SPAIN,ESP,11-Jun-1998,05-09-2024
JNV,"JETNOVA DE AVIACION EJECUTIVA, S.A.",JETNOVA,SPAIN,ESP,13-Jan-2006,05-09-2024
LEH,REAL AERO CLUB DE LEON,-,SPAIN,ESP,15-Apr-2010,05-09-2024
LEL,LEONESA DE AVIACION S.L.,LEONAVIA,SPAIN,ESP,01-Mar-2005,05-09-2024
LEO,SUNAIR AIR OLE S.L.,SUN-OLE,SPAIN,ESP,20-Apr-2009,05-09-2024
LKS,"AIRLINK SOLUTIONS, S.L.",AIRLIN,SPAIN,ESP,01-Jun-2005,05-09-2024
LLY,LET'S FLY,LETSY,SPAIN,ESP,22-Nov-2010,05-09-2024
LNA,LNAIR AIR SERVICES S.L.,ELNAIR,SPAIN,ESP,20-Mar-2000,05-09-2024
LZA,"LANZA AIR, S.L.",AEROLANZA,SPAIN,ESP,13-Apr-2005,05-09-2024
MAQ,"MAC AVIATION, S.L.",MAC AVIATION,SPAIN,ESP,07-Sep-1989,05-09-2024
MBF,"MABE FLIGHTS, S.L.",MABE FLIGHTS,SPAIN,ESP,18-Apr-2011,05-09-2024
MIC,"MINT LINEAS AEREAS, S.A.",MINT AIRWAYS,SPAIN,ESP,25-Jun-2009,05-09-2024
MJB,"IBERFLY, S.L.",-,SPAIN,ESP,16-Apr-2010,05-09-2024
MLL,AEROCLUB DE MALLORCA,MALLORCA,SPAIN,ESP,05-May-1995,05-09-2024
NAY,NAYSA SERVICIOS AEREOS S.L.,NAYSA,SPAIN,ESP,16-May-2023,05-09-2024
NRT,"NORESTAIR, S.L.",NORESTAIR,SPAIN,ESP,17-Sep-1996,05-09-2024
OKT,"SOKO AVIATION, S.L.",SOKO AIR,SPAIN,ESP,24-Feb-2005,05-09-2024
ORI,"ORIONAIR, S.L.",RED GLOBE,SPAIN,ESP,25-May-2009,05-09-2024
ORO,"CNAIR, S.A.",CAPRI,SPAIN,ESP,25-May-2009,05-09-2024
ORZ,"ZOREX, S.A.",ZOREX,SPAIN,ESP,02-Oct-1997,05-09-2024
OVA,AERO NOVA,AERONOVA,SPAIN,ESP,14-May-1997,05-09-2024
PCK,AIR PACK EXPRESS S.A.,AIRPACK EXPRESS,SPAIN,ESP,13-Jan-2005,05-09-2024
PEI,"PANAMEDIA, S.L.",PANAMEDIA,SPAIN,ESP,03-Apr-2002,05-09-2024
PLL,"AIR PAL, ESCUELA DE PILOTOS",AIRPAL,SPAIN,ESP,01-Aug-2000,05-09-2024
PLM,WAMOS AIR S.A.,PULLMAN,SPAIN,ESP,25-Nov-2015,05-09-2024
PRJ,TAXI FLY GROUP S.A.,PRONAIR,SPAIN,ESP,31-Oct-2007,05-09-2024
PRK,"SWALLOW AVIACION, S.L.",PARACA,SPAIN,ESP,25-Jun-2009,05-09-2024
PRN,"PIRINAIR EXPRESS, S.L.",PIRINAIR EXPRESS,SPAIN,ESP,27-Feb-2006,05-09-2024
PRP,PRT AVIATION S.L.,PRONTO,SPAIN,ESP,14-Dec-1998,05-09-2024
PVG,"PRIVILEGE STYLE, S.A.",PRIVILEGE,SPAIN,ESP,26-Jul-2006,05-09-2024
RSC,"CANARIAS AIRLINES, COMPANIA DE AVIACION S.L.U.",-,SPAIN,ESP,13-Oct-2011,05-09-2024
RTF,RUTA,-,SPAIN,ESP,23-Jun-2010,05-09-2024
RTH,"ROTORSUN, S.L.",-,SPAIN,ESP,26-Mar-2010,05-09-2024
SDT,"SERVICIOS AEREOS DEL ATLANTICO, S.L.",SADAT,SPAIN,ESP,30-Mar-2010,05-09-2024
SPO,SPORAVIA S.L.,SPORAVIA,SPAIN,ESP,15-Feb-2012,05-09-2024
SPS,"SPASA (SERVICIOS POLITECNICOS AEREOS, S.A.)",SALDUERO,SPAIN,ESP,07-May-1991,05-09-2024
SWT,SWIFTAIR S.A.,SWIFT,SPAIN,ESP,05-Sep-1990,05-09-2024
TDC,"TADAIR, S.A.",TADAIR,SPAIN,ESP,14-Nov-1991,05-09-2024
TEB,TECNOAVIACION,-,SPAIN,ESP,20-Sep-2010,05-09-2024
TEF,"TECNICAS FOTOGRAFICAS, S.L.",TECFOTO,SPAIN,ESP,01-Mar-2002,05-09-2024
TPV,TEMPLE AVIACION S.L.,-,SPAIN,ESP,25-Jul-2012,05-09-2024
TRI,DIRECCION GENERAL DE TRAFICO,-,SPAIN,ESP,26-Mar-2010,05-09-2024
TXE,"TRABAJOS AEREOS EXTREMENOS, S.A.",-,SPAIN,ESP,06-Apr-2010,05-09-2024
VAD,"AEROTAXI LOS VALLES, S.L.",VALLES,SPAIN,ESP,31-May-2005,05-09-2024
VAE,"AIR-EVAN'S, ESCUELA DE PILOTOS PRIVADOS",AIR-EVANS,SPAIN,ESP,13-Dec-2000,05-09-2024
VAQ,"AVIACION VAP, S.L.",VAQUERO,SPAIN,ESP,07-Apr-2010,05-09-2024
VCB,REAL AERO CLUB DE VIZCAYA,+,SPAIN,ESP,14-Jan-2014,05-09-2024
VCC,REAL AERO CLUB DE JEREZ,-,SPAIN,ESP,06-Apr-2010,05-09-2024
VOE,"VOLOTEA, S.L.",VOLOTEA,SPAIN,ESP,18-Sep-2013,05-09-2024
VOY,"VOLEMOS SERVICIOS AEREOS, S.L.",-,SPAIN,ESP,16-Apr-2010,05-09-2024
WFL,WORLD2FLY,BLUE WORLD,SPAIN,ESP,30-Nov-2020,05-09-2024
AFE,"AIRFAST INDONESIA, PT.",AIRFAST,INDONESIA,IDN,28-May-2009,05-09-2024
AWQ,"INDONESIA AIRASIA, PT.",WAGON AIR,INDONESIA,IDN,27-Jan-2011,05-09-2024
CAD,"CARDIG AIR, PT.",CARDIG AIR,INDONESIA,IDN,28-May-2009,05-09-2024
BTK,PT. BATIK AIR INDONESIA,BATIK,INDONESIA,IDN,03-Apr-2013,05-09-2024
CEO,JET EKSEKUTIF TRAVYA,JETSET,INDONESIA,IDN,26-Jan-2022,05-09-2024
DRY,"DERAYA AIR TAXI, PT.",DERAYA,INDONESIA,IDN,28-May-2009,05-09-2024
DRZ,"DERAZONA AIR SERVICE, PT.",DERAZONA,INDONESIA,IDN,14-Sep-2007,05-09-2024
ESD,EASTINDO SERVICES,EASTINDO,INDONESIA,IDN,30-Jul-2013,05-09-2024
IDA,"INDONESIA AIR TRANSPORT, PT.",INTRA,INDONESIA,IDN,28-May-2009,05-09-2024
JWD,"JAYAWIJAYA DIRGANTARA, PT.",WIJAYA AIR,INDONESIA,IDN,05-Jan-2017,05-09-2024
LBZ,"ANGKASA SUPER SERVICE, PT.",+,INDONESIA,IDN,07-Mar-2013,05-09-2024
RBF,RAINDO UNITED SERVICES,RAINDO,INDONESIA,IDN,12-Sep-2023,05-09-2024
SAE,"SAMPOERNA AIR NUSANTARA, PT.",SAMPOERNA,INDONESIA,IDN,14-Sep-2007,05-09-2024
AKC,"ASIALINK CARGO EXPRESS, PT.",ASIALINK CARGO,INDONESIA,IDN,28-Oct-2009,05-09-2024
FYN,PT. FLYINDO AVIASI NUSANTARA,FLANDY,INDONESIA,IDN,09-Mar-2021,05-09-2024
GIA,"GARUDA INDONESIA AIRWAYS, PT.",INDONESIA,INDONESIA,IDN,28-May-2009,05-09-2024
IDX,PT. INDONESIA AIR ASIA EXTRA,RED PHOENIX,INDONESIA,IDN,21-Aug-2014,05-09-2024
KUR,"KURA-KURA AVIATION, PT.",KAY-AVIATION,INDONESIA,IDN,28-May-2009,05-09-2024
MYU,MY INDO AIRLINES,INDO,INDONESIA,IDN,04-Mar-2015,05-09-2024
OEY,RIMBUN AIR,RIMBUN AIR,INDONESIA,IDN,25-Aug-2021,05-09-2024
PAS,"PELITA AIR SERVICE, PT.",PELITA,INDONESIA,IDN,28-May-2009,05-09-2024
RGM,RAFFLES GLOBAL ANGKASA,BLACK STONE,INDONESIA,IDN,04-Feb-2022,05-09-2024
SJK,"NUSANTARA AIR CHARTER, PT.",NUSANTARA,INDONESIA,IDN,26-Oct-2010,05-09-2024
TGN,"TRIGANA AIR SERVICE, PT.",TRIGANA,INDONESIA,IDN,21-Mar-2003,05-09-2024
TMG,"TRI MG INTRA ASIA AIRLINES, PT.",TRILINES,INDONESIA,IDN,28-May-2009,05-09-2024
TNU,"TRANSNUSA AVIATION MANDIRI, PT.",TRANSNUSA,INDONESIA,IDN,30-May-2011,05-09-2024
