Operator Code,Operator Name,Telephony Name,Country Name,Country Code,Last Modified,AIRAC
BRB,BRA-TRANSPORTES AEREOS LTDA.,BRA-TRANSPAEREOS,BRAZIL,BRA,28-Sep-1999,05-09-2024
EMB,"EMPRESA BRASILEIRA DE AERONAUTICA, S/A",EMBRAER,BRAZIL,BRA,07-Sep-1989,05-09-2024
EXB,BRAZILIAN ARMY AVIATION,BRAZILIAN ARMY,BRAZIL,BRA,26-Jul-1994,05-09-2024
FFX,"NORDESTE LINHAS AEREAS, S.A.",FLEX BRASIL,BRAZIL,BRA,11-Jul-2007,05-09-2024
GEN,GENSA - GENERAL SERVICES AVIATION,GENSA-BRASIL,BRAZIL,BRA,09-Mar-2004,05-09-2024
IPM,ITAPEMIRIM TRANSPORTES AEREOS,AEROITA,BRAZIL,BRA,30-Nov-2020,05-09-2024
LFE,LIFE AIR LINHAS AEREAS S.A.,LIFE AIR,BRAZIL,BRA,15-Apr-2019,05-09-2024
MBR,BRAZILIAN NAVY AVIATION,BRAZILIAN NAVY,BRAZIL,BRA,26-Jul-1994,05-09-2024
MLI,MAIS LINHAS AEREAS S.A.,DEMAIS,BRAZIL,BRA,20-Jan-2012,05-09-2024
MSQ,META - MESQUITA TRANSPORTES AEREOS LTDA,META,BRAZIL,BRA,07-Jan-1999,05-09-2024
MST,MASTER TOP LINHAS AEREAS LTDA.,MASTER,BRAZIL,BRA,02-Aug-2006,05-09-2024
NRA,NOAR LINHAS AEREAS,AIRNOAR,BRAZIL,BRA,08-Apr-2010,05-09-2024
OMI,OMNI TAXI AEREO S.A.,OMNI AIR,BRAZIL,BRA,17-Jul-2018,05-09-2024
ONE,OCEANAIR - LINHAS AEREAS LTDA.,OCEANAIR,BRAZIL,BRA,27-Nov-2002,05-09-2024
PLS,PLACAR LINHAS AEREAS S A,PLACAR,BRAZIL,BRA,29-Mar-2023,05-09-2024
SKC,SKYMASTER AIR LINES LTDA,SKYMASTER AIR,BRAZIL,BRA,06-Sep-1996,05-09-2024
TOT,ANIVIA SERVICOS AEREOS LTDA,TOTAL EXPRESS,BRAZIL,BRA,12-Aug-2022,05-09-2024
VOA,VOAR AVIATION TAXI AEREO E MANUTENCAO LTDA,VOAR,BRAZIL,BRA,31-Oct-2022,05-09-2024
WEB,WEBJET LINHAS AEREAS LTDA.,WEB-BRASIL,BRAZIL,BRA,03-Mar-2005,05-09-2024
XLT,EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA - INFRAERO,INFRAERO,BRAZIL,BRA,11-May-2000,05-09-2024
ACI,AIR CALEDONIE INTERNATIONAL,AIRCALIN,FRANCE,FRA,07-Sep-1989,05-09-2024
AFM,AEROSPEED FORMATION ET MAINTENANCE,EPIC AIR,FRANCE,FRA,09-Mar-2021,05-09-2024
AFR,AIR FRANCE,AIRFRANS,FRANCE,FRA,07-Sep-1989,05-09-2024
AGH,ALTAGNA,ALTAGNA,FRANCE,FRA,28-Mar-2001,05-09-2024
ASR,AERO SOTRAVIA,SOTRAVIA,FRANCE,FRA,30-Jan-2014,05-09-2024
BIB,MICHELIN AIR SERVICES,+,FRANCE,FRA,29-Jun-1999,05-09-2024
CAJ,AIR CARAIBES ATLANTIQUE,CAR LINE,FRANCE,FRA,08-Dec-2003,05-09-2024
CMA,CMA CGM AIR CARGO,FRENCH CARGO,FRANCE,FRA,01-Dec-2021,05-09-2024
AAF,AIGLE AZUR,AIGLE AZUR,FRANCE,FRA,07-Sep-1989,05-09-2024
AIA,AMELIA,AMELIA,FRANCE,FRA,30-Nov-2020,05-09-2024
AIB,AIRBUS INDUSTRIE,AIRBUS INDUSTRIE,FRANCE,FRA,07-Sep-1989,05-09-2024
ARL,AIRLEC AIR ESPACE,AIRLEC,FRANCE,FRA,23-Apr-2009,05-09-2024
ASJ,ASTONJET,ASTONJET,FRANCE,FRA,28-Feb-2012,05-09-2024
BGA,AIRBUS TRANSPORT INTERNATIONAL (ATI),BELOUGA,FRANCE,FRA,14-Jul-2006,05-09-2024
CEV,CENTRE D'ESSAIS EN VOL,CENTEV,FRANCE,FRA,07-Sep-1989,05-09-2024
CRF,CROIX ROUGE FRANCAISE,CROIX ROUGE,FRANCE,FRA,30-Apr-2014,05-09-2024
CRL,CORSAIR,CORSAIR,FRANCE,FRA,19-Apr-2022,05-09-2024
DAB,DASSAULT AVIATION,+,FRANCE,FRA,11-Nov-1997,05-09-2024
DOM,DOMERGUE AVIATION,DOME AIR,FRANCE,FRA,27-Jun-2014,05-09-2024
DSF,DASSAULT FALCON SERVICE FRANCE,DASSAULT FRANCE,FRANCE,FRA,19-Apr-2022,05-09-2024
DSO,DASSAULT FALCON SERVICE,DASSAULT,FRANCE,FRA,06-May-1999,05-09-2024
FBU,FRENCH BLUE,FRENCH BEE,FRANCE,FRA,20-Mar-2018,05-09-2024
FDO,FRANCE DOUANES,FRENCH CUSTOM,FRANCE,FRA,14-Jul-1998,05-09-2024
FNY,FRANCE MARINE NATIONALE,FRENCH NAVY,FRANCE,FRA,08-Sep-1995,05-09-2024
FPO,ASL AIRLINES FRANCE,FRENCH POST,FRANCE,FRA,16-Sep-2015,05-09-2024
GAH,GA-MA HELICOPTERE,GAMHELICO,FRANCE,FRA,31-Aug-2004,05-09-2024
HOP,HOP!,AIR HOP,FRANCE,FRA,28-Mar-2013,05-09-2024
IAG,EPAG - GROUPE AIR FRANCE,EPAG,FRANCE,FRA,25-Nov-1992,05-09-2024
ITI,INTAIRLINE,INTAIRLINE,FRANCE,FRA,18-Jun-2019,05-09-2024
LEA,UNIJET,LEADAIR,FRANCE,FRA,22-Jul-2002,05-09-2024
LYH,YANKEE LIMA HELICOPTERES,HELIGUYANE,FRANCE,FRA,20-Apr-2009,05-09-2024
MGT,AIR ATTACK TECHNOLOGIES,MIGHTYVAN,FRANCE,FRA,26-Jul-2010,05-09-2024
MQT,AIR ITM,MUSKETEER,FRANCE,FRA,24-Jan-2006,05-09-2024
MRN,MISSIONS GOUVERNEMENTALES FRANCAISES,MARIANNE,FRANCE,FRA,07-Sep-1989,05-09-2024
MRY,AIR MARINE,AIR MARINE,FRANCE,FRA,26-Mar-2013,05-09-2024
NDY,NORMANDIE AVIATION,NORMANDIE,FRANCE,FRA,16-Feb-2022,05-09-2024
NTR,NATIREVA,NATIREVA,FRANCE,FRA,23-Mar-2023,05-09-2024
RBU,AIRBUS FRANCE,CORVETTE,FRANCE,FRA,14-May-2007,05-09-2024
RCM,AIR CANNES MEDITERRANEE,CANNES AZUR,FRANCE,FRA,28-May-2007,05-09-2024
REU,AIR AUSTRAL,REUNION,FRANCE,FRA,09-Jul-1993,05-09-2024
RLY,AIR LOYAUTE,LOYAUTE,FRANCE,FRA,22-May-2008,05-09-2024
RLZ,AIR ALIZE,ALIZE,FRANCE,FRA,28-Jun-2006,05-09-2024
STH,RTE / STH,ZELTRON,FRANCE,FRA,27-Jul-2021,05-09-2024
TJT,TWIN JET,TWINJET,FRANCE,FRA,24-Oct-2001,05-09-2024
TLJ,THALAIR,TALJET,FRANCE,FRA,20-Apr-2022,05-09-2024
TSA,TRANSAIR FRANCE,AIRTRAF,FRANCE,FRA,07-Sep-1989,05-09-2024
VDR,VOLDIRECT SAS,VOLDIR,FRANCE,FRA,26-Mar-2013,05-09-2024
VTA,AIR TAHITI,AIR TAHITI,FRANCE,FRA,07-Sep-1989,05-09-2024
BLT,AIR ET COMPAGNIE,BLUE TIE,FRANCE,FRA,30-Jun-2014,05-09-2024
DJT,DREAMJET,DREAMJET,FRANCE,FRA,27-Mar-2014,05-09-2024
ECF,EUROCOPTER,EUROCOPTER,FRANCE,FRA,09-Mar-1992,05-09-2024
EOL,AIRAILES,EOLE,FRANCE,FRA,20-Sep-1999,05-09-2024
FAF,FORCE AERIENNE FRANCAISE,FRENCH AIR FORCE,FRANCE,FRA,14-Jul-2005,05-09-2024
FIZ,LET'S FLY HELICOPTER&JET,COCKTAIL,FRANCE,FRA,01-Dec-2021,05-09-2024
FLP,FL140 PARACHUTISME BORDEAUX,PARAPRO,FRANCE,FRA,18-Jun-2013,05-09-2024
FMY,AVIATION LEGERE DE L'ARMEE DE TERRE,FRENCH ARMY,FRANCE,FRA,02-May-1996,05-09-2024
FWI,AIR CARAIBES,FRENCH WEST,FRANCE,FRA,09-Jul-2004,05-09-2024
GUY,AIR GUYANE SP.,GREEN BIRD,FRANCE,FRA,08-Sep-2003,05-09-2024
GYR,SNCF SURETE,GYROFER,FRANCE,FRA,21-Jul-2016,05-09-2024
HLC,HELICAP,HELICAP,FRANCE,FRA,07-Sep-1989,05-09-2024
HLI,HELI SECURITE,HELI SAINT-TROPEZ,FRANCE,FRA,21-Dec-2001,05-09-2024
HLU,HELI UNION HELI PRESTATIONS,HELI UNION,FRANCE,FRA,07-Sep-1989,05-09-2024
LRR,LORRAINE AVIATION,LORRAINE,FRANCE,FRA,17-Dec-2002,05-09-2024
OCE,HELICOCEAN,HELIOCEAN,FRANCE,FRA,07-Sep-1989,05-09-2024
OFL,OPEN FLIGHT,OPEN FLIGHT,FRANCE,FRA,07-Oct-2010,05-09-2024
OYO,OYONNAIR,ROGUE,FRANCE,FRA,04-Feb-2022,05-09-2024
PHV,PHENIX AVIATION,NEW BIRD,FRANCE,FRA,18-Jul-2001,05-09-2024
POF,POLICE AUX FRONTIERS,AIRPOL,FRANCE,FRA,16-Mar-2001,05-09-2024
PTH,PROTEUS HELICOPTERES,PROTEUS,FRANCE,FRA,21-Dec-2001,05-09-2024
RHL,AIR ARCHIPELS,ARCHIPELS,FRANCE,FRA,19-Nov-1996,05-09-2024
RIV,APG AIRLINES,RIVIERA,FRANCE,FRA,24-Mar-2016,05-09-2024
RWK,AIR TOURISME INSTRUCTION SERVICES,AIRAWAK,FRANCE,FRA,11-Jan-2011,05-09-2024
SBU,SAINT BARTH COMMUTER,BLACK FIN,FRANCE,FRA,01-Aug-2000,05-09-2024
SCK,SKY CAM,SKYCAM,FRANCE,FRA,13-Dec-2004,05-09-2024
SHP,SAF HELICOPTERES,SAF,FRANCE,FRA,23-Apr-2009,05-09-2024
STB,ST BARTH EXECUTIVE,SEA BARTH,FRANCE,FRA,20-May-2021,05-09-2024
THF,TOURAINE HELICOPTERE,TOURAINE HELICO,FRANCE,FRA,17-Apr-2001,05-09-2024
THT,AIR TAHITI NUI,TAHITI AIRLINES,FRANCE,FRA,10-Jun-1998,05-09-2024
TVF,TRANSAVIA FRANCE,FRANCE SOLEIL,FRANCE,FRA,15-Jun-2007,05-09-2024
VLJ,LA BAULE AVIATION,VALJET,FRANCE,FRA,10-Apr-2008,05-09-2024
WAY,AIRWAYS,GARONNE,FRANCE,FRA,02-Jun-1997,05-09-2024
WBA,AIR ALBATROS,ALBAJET,FRANCE,FRA,28-Oct-2010,05-09-2024
WJT,WIJET,WIJET,FRANCE,FRA,25-Aug-2009,05-09-2024
XDA,BUREAU VERITAS S.A.,-,FRANCE,FRA,07-Sep-1989,05-09-2024
XJA,ASSISTANCE AEROPORTUAIRE DE L'AEROPORT DE PARIS,-,FRANCE,FRA,07-Sep-1989,05-09-2024
AON,AERO ENTREPRISE,AERO ENTREPRISE,FRANCE,FRA,06-Jan-1998,05-09-2024
AOV,AERO VISION,AEROVISION,FRANCE,FRA,07-May-1996,05-09-2024
APN,ALPINE AIRLINES,AIR ALPES,FRANCE,FRA,30-Nov-2020,05-09-2024
BCO,AIRBUS BELUGA TRANSPORT,BELUGA CARGO,FRANCE,FRA,17-Nov-2023,05-09-2024
BOS,OPENSKIES,MISTRAL,FRANCE,FRA,22-Oct-2009,05-09-2024
CCM,AIR CORSICA,CORSICA,FRANCE,FRA,14-Nov-2013,05-09-2024
CLG,CHALAIR AVIATION,CHALLAIR,FRANCE,FRA,10-Jun-2003,05-09-2024
CTM,COMMANDEMENT DU TRANSPORT AERIEN MILITAIRE FRANCAIS,COTAM,FRANCE,FRA,07-Sep-1989,05-09-2024
DEF,AVIATION DEFENSE SERVICE,TIRPA,FRANCE,FRA,31-Oct-2000,05-09-2024
EAP,AERO-PYRENEES,AERO-PYRENEES,FRANCE,FRA,08-Dec-1998,05-09-2024
EUP,PAN EUROPEENNE,SAVOY,FRANCE,FRA,04-Feb-2019,05-09-2024
EVL,EVOLEM AVIATION,EVOLEM,FRANCE,FRA,13-Oct-2009,05-09-2024
EVX,ATR (AVION DE TRANSPORT REGIONAL),GREEN SPIRIT,FRANCE,FRA,15-May-2020,05-09-2024
EWR,EWA AIR,MAYOTTE AIR,FRANCE,FRA,22-Aug-2013,05-09-2024
FGB,AIR 65,KITEBIRD,FRANCE,FRA,24-Aug-2023,05-09-2024
FGN,GENDARMERIE NATIONALE,FRANCE GENDARME,FRANCE,FRA,08-Sep-1989,05-09-2024
FGO,FTL AIRLINES,RED CARGO,FRANCE,FRA,27-Jun-2023,05-09-2024
FRU,SECURITE CIVILE FRANCAISE,FRENCH RESCUE,FRANCE,FRA,24-Mar-2016,05-09-2024
FTR,FINIST'AIR,FINISTAIR,FRANCE,FRA,07-Sep-1989,05-09-2024
IXR,IXAIR,X-BIRD,FRANCE,FRA,22-Sep-2006,05-09-2024
JON,JOON,JOON,FRANCE,FRA,10-Aug-2017,05-09-2024
KBD,JETKEY,JET KEY,FRANCE,FRA,14-Jul-2016,05-09-2024
KES,AIR ANTILLES,KARIBEES,FRANCE,FRA,11-Jul-2024,05-09-2024
MIM,MILLESIME AVIATION,MILLESIME,FRANCE,FRA,20-Jun-2023,05-09-2024
MZY,MERMOZ-ACADEMY,MERMOZ,FRANCE,FRA,16-Feb-2024,05-09-2024
NAK,ENAC,ENACSCHOOL,FRANCE,FRA,21-Dec-2015,05-09-2024
PEA,PAN EUROPEENNE AIR SERVICE,+,FRANCE,FRA,07-Sep-1989,05-09-2024
PVR,PRIV'AIR,PRIVAIR,FRANCE,FRA,16-May-2023,05-09-2024
PXR,PIXAIR SURVEY,PIXAIR,FRANCE,FRA,09-Apr-2013,05-09-2024
RTO,RECTIMO AIR TRANSPORTS,RACCOON,FRANCE,FRA,10-Apr-2013,05-09-2024
SPM,AIR SAINT PIERRE,+,FRANCE,FRA,07-Sep-1989,05-09-2024
SRK,EATIS,SHARK JET,FRANCE,FRA,05-Nov-2021,05-09-2024
TPC,AIR CALEDONIE,AIRCAL,FRANCE,FRA,07-Sep-1989,05-09-2024
XKX,ASECNA - AGENCE POUR LA SECURITE DE LA NAVIGATION  AERIENNE EN AFRIQUE ET A MADAGASCAR,-,FRANCE,FRA,07-Sep-1989,05-09-2024
XLF,XL AIRWAYS FRANCE,STARWAY,FRANCE,FRA,30-Oct-2006,05-09-2024
AFQ,ALBA SERVIZI AEROTRASPORTI SPA,ALBA,ITALY,ITA,07-Feb-2002,05-09-2024
AZA,ALITALIA SOCIETÀ AEREA ITALIANA S.P.A.,ALITALIA,ITALY,ITA,05-Jan-2015,05-09-2024
CAH,E+S AIR,SMARTAIR,ITALY,ITA,22-Apr-2021,05-09-2024
AAU,AEROPA S.R.L.,+,ITALY,ITA,15-Jun-2011,05-09-2024
AEZ,AEROITALIA SRL,AEROITALIA,ITALY,ITA,28-Apr-2022,05-09-2024
EEU,EUROFLY SERVICE S.P.A.,EUROFLY,ITALY,ITA,07-Sep-1989,05-09-2024
EFG,ELIFRIULIA S.R.L.,ELIFRIULIA,ITALY,ITA,04-Jul-1997,05-09-2024
EGW,EGO AIRWAYS S.P.A.,EGOL,ITALY,ITA,16-Nov-2020,05-09-2024
ERN,ERNEST S.P.A.,ERNEST,ITALY,ITA,13-Apr-2017,05-09-2024
ESP,ESPERIA AVIATION SERVICES S.P.A.,+,ITALY,ITA,28-Sep-2011,05-09-2024
GCI,GUARDIA COSTIERA ITALIANA,ITALIAN COAST GUARD,ITALY,ITA,10-Jul-2020,05-09-2024
HOV,HOVERFLY DIVISIONE SAM S.R.L.,SKY ELITE,ITALY,ITA,21-May-2024,05-09-2024
IAM,AERONAUTICA MILITARE ITALIANA,ITALIAN AIRFORCE,ITALY,ITA,02-Feb-2012,05-09-2024
ICV,CARGOLUX ITALIA S.P.A.,CARGOLUX ITALIA,ITALY,ITA,18-Jul-2012,05-09-2024
ISS,AIR ITALY S.P.A.,AIR ITALY,ITALY,ITA,20-Mar-2018,05-09-2024
ITL,ITALFLY S.R.L.,ITALFLY,ITALY,ITA,10-Jul-2007,05-09-2024
LID,ALIDAUNIA SRL,ALIDA,ITALY,ITA,07-Sep-1989,05-09-2024
LIT,LEISURE ONE FLY,LEONE,ITALY,ITA,04-Aug-2021,05-09-2024
MSA,POSTE AIR CARGO S.R.L.,MISTRAL WINGS,ITALY,ITA,01-Oct-2019,05-09-2024
RCX,AIR SERVICE CENTER SRL,SERVICE CENTER,ITALY,ITA,07-Jul-1997,05-09-2024
SLJ,SLAM LAVORI AEREI S.R.L.,SLAMAIR,ITALY,ITA,21-Dec-2006,05-09-2024
SNM,SERVIZI AEREI SPA,SERVIZI AEREI,ITALY,ITA,04-Jul-1997,05-09-2024
TJD,ALISERIO SRL,ALISERIO,ITALY,ITA,12-May-2021,05-09-2024
CGR,COMPAGNIA GENERALE RIPRESEAEREE S.P.A.,COMPRIP,ITALY,ITA,27-Aug-2015,05-09-2024
CPI,COMPAGNIA AERONAUTICA ITALIANA S.P.A.,AIRCAI,ITALY,ITA,04-Feb-2009,05-09-2024
CPV,AIR CORPORATE S.R.L.,AIRCORPORATE,ITALY,ITA,22-Nov-2001,05-09-2024
CYL,ALITALIA CITYLINER S.P.A.,CITYLINER,ITALY,ITA,20-Apr-2012,05-09-2024
DLA,AIR DOLOMITI,DOLOMITI,ITALY,ITA,20-Aug-1990,05-09-2024
ENF,ENAV S.P.A.,ENAV CHECK,ITALY,ITA,29-Feb-2012,05-09-2024
EOA,ELILOMBARDA S.R.L.,LOMBARDA,ITALY,ITA,03-Jul-2002,05-09-2024
EOS,ELIOSSOLA S.R.L.,ELIOSSOLA,ITALY,ITA,04-Jul-1997,05-09-2024
IEI,ESERCITO ITALIANO,ITALIAN ARMY,ITALY,ITA,22-Jan-2016,05-09-2024
LSA,LEADER S.R.L.,LEADER SERVICE,ITALY,ITA,19-Nov-2021,05-09-2024
LSI,ALISCARGO AIRLINES S.P.A.,ALIS,ITALY,ITA,22-Jul-2021,05-09-2024
MMI,MARINA MILITARE ITALIANA,ITALIAN NAVY,ITALY,ITA,24-May-2013,05-09-2024
PAJ,ALIPARMA,ALIPARMA,ITALY,ITA,04-Jul-1997,05-09-2024
SIO,SIRIO S.P.A.,SIRIO,ITALY,ITA,04-Jul-1997,05-09-2024
SSR,SARDINIAN SKY SERVICE S.R.L.,SARDINIAN,ITALY,ITA,21-Dec-2011,05-09-2024
BPA,BLUE PANORAMA AIRLINES SPA,BLUE PANORAMA,ITALY,ITA,04-Jun-2001,05-09-2024
CIO,IL CIOCCO INTERNATIONAL TRAVEL SERVICE SRL,CIOCCO,ITALY,ITA,04-Jun-2001,05-09-2024
ELA,ELITALIANA SPA,+,ITALY,ITA,17-May-2010,05-09-2024
ELH,BABCOCK MISSION CRITICAL SERVICES ITALIA SPA,LARIO,ITALY,ITA,09-Feb-2018,05-09-2024
FGS,ELITELLINA S.R.L.,ELITELLINA,ITALY,ITA,04-Jul-1997,05-09-2024
ITY,ITALIA TRASPORTO AEREO S.P.A.,ITARROW,ITALY,ITA,04-Aug-2021,05-09-2024
MAG,NATO ALLIANCE GROUND SURVEILLANCE (AGS),MAGMA,ITALY,ITA,22-Oct-2019,05-09-2024
MTF,INTERJET S.R.L.,INTERJET,ITALY,ITA,04-Jul-1997,05-09-2024
NDD,NORDEND SRL,NORDEND,ITALY,ITA,28-Nov-2016,05-09-2024
NOS,NEOS S.P.A.,MOONFLOWER,ITALY,ITA,08-Mar-2002,05-09-2024
PRT,PRIME SERVICE ITALIA S.R.L.,PRIME ITALIA,ITALY,ITA,31-Mar-2014,05-09-2024
RTI,ROTOR ITALIA S.A.S. DI RUSPA PAOLA E.C.,ROTORITALIA,ITALY,ITA,27-Aug-2014,05-09-2024
SWP,STAR WORK SKY,STAR WORK,ITALY,ITA,08-Apr-1998,05-09-2024
SWU,SKYALPS,SKYALPS,ITALY,ITA,15-Feb-2023,05-09-2024
VND,AVIONORD S.R.L.,AVINORD,ITALY,ITA,03-Sep-2015,05-09-2024
ABW,AIRBRIDGE CARGO AIRLINES LTD,AIRBRIDGE CARGO,RUSSIAN FEDERATION,RUS,13-Dec-2006,05-09-2024
AFL,AEROFLOT - RUSSIAN AIRLINES,AEROFLOT,RUSSIAN FEDERATION,RUS,13-Sep-2011,05-09-2024
AGU,ANGARA AIRLINES JSC,SARMA,RUSSIAN FEDERATION,RUS,01-Aug-2000,05-09-2024
ATI,ART AVIA,ART AVIA,RUSSIAN FEDERATION,RUS,21-Aug-2018,05-09-2024
BKL,AIRCOMPANY BARCOL,BARCOL,RUSSIAN FEDERATION,RUS,17-Dec-2003,05-09-2024
ABG,"ROYAL FLIGHT AIRLINES, CJSC",ROYAL FLIGHT,RUSSIAN FEDERATION,RUS,31-Oct-2014,05-09-2024
AHN,AVIA GROUP HANDLING LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
AUL,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",ARCHANGELSK AIR,RUSSIAN FEDERATION,RUS,21-Apr-2021,05-09-2024
AUP,AVIA BUSINESS GROUP,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
BRP,"AIRPORT BRATSK, JSC",AEROBRA,RUSSIAN FEDERATION,RUS,03-Dec-2001,05-09-2024
DPH,"DOMODEDOVO AIRPORT HANDLING, CJSC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
DRU,ALROSA AIR COMPANY LIMITED,MIRNY,RUSSIAN FEDERATION,RUS,19-Dec-2012,05-09-2024
ERF,EROFEY LLC,GULLIVER,RUSSIAN FEDERATION,RUS,01-Aug-2018,05-09-2024
ETS,ELTSOVKA AIRLINES,ELTSOVKA,RUSSIAN FEDERATION,RUS,03-May-2019,05-09-2024
ETU,"EASTUNION, CJSC",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
FDF,"IVV FEMIDA, LTD",-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
FOS,BEL LTD,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
GAI,GELIX AERO,SURGUT STAR,RUSSIAN FEDERATION,RUS,27-Jun-2023,05-09-2024
GBH,GLOBAL AVIA HANDLING LIMITED COMPANY,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
GBM,BERIEV AIRCRAFT COMPANY,BERIEV COMPANY,RUSSIAN FEDERATION,RUS,28-Jun-2007,05-09-2024
GOZ,GROZNYY AVIA JSC,GROZNYY AVIA,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
IAE,"IRAERO, AIRCOMPANY",IRAERO,RUSSIAN FEDERATION,RUS,06-Jun-2011,05-09-2024
ISM,AUO AIRCLUB AIST-M ,STORK,RUSSIAN FEDERATION,RUS,04-Jun-2001,05-09-2024
JTT,JET-2000,MOSCOW JET,RUSSIAN FEDERATION,RUS,31-Aug-2001,05-09-2024
KAR,"AIRCOMPANY IKAR, LLC",IKAR,RUSSIAN FEDERATION,RUS,10-Dec-2018,05-09-2024
KRS,AIR COMPANY COURSE-S,ATLAS,RUSSIAN FEDERATION,RUS,21-Sep-2020,05-09-2024
KSM,KOSMOS,KOSMOS,RUSSIAN FEDERATION,RUS,31-Oct-1995,05-09-2024
LDL,AEROLOGIC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
LIN,AEROLIMOUSINE LTD,AEROLIMOUSINE,RUSSIAN FEDERATION,RUS,25-Jan-2007,05-09-2024
LTS,"FLIGHT INSPECTIONS AND SYSTEMS, CJSC",SPECAIR,RUSSIAN FEDERATION,RUS,26-Jan-2005,05-09-2024
LUK,LUKOIL-AVIA,LUKOIL,RUSSIAN FEDERATION,RUS,17-May-2002,05-09-2024
MOV,VIM AIRLINES,MOV AIR,RUSSIAN FEDERATION,RUS,20-Dec-2002,05-09-2024
NVK,NIZHNEVARTOVSKAVIA,VARTOVSKAVIA,RUSSIAN FEDERATION,RUS,31-May-2005,05-09-2024
NWC,AIRCOMPANY NORTH-WEST LLC,WEST WAY,RUSSIAN FEDERATION,RUS,31-Aug-2018,05-09-2024
NWS,NORD WIND LLC,NORDLAND,RUSSIAN FEDERATION,RUS,03-Jun-2008,05-09-2024
RFE,TULPAR AIRCOMPANY LIMITED TRADE DEVELOPMENT,RUSSIAN EXPRESS,RUSSIAN FEDERATION,RUS,05-Jun-2023,05-09-2024
RFF,RUSSIAN FEDERATION AIR FORCE,RUSSIAN AIRFORCE,RUSSIAN FEDERATION,RUS,03-Sep-1997,05-09-2024
RKA,POLAR AIRLINES OPEN JOINT-STOCK COMPANY,AIR SAKHA,RUSSIAN FEDERATION,RUS,08-Sep-2010,05-09-2024
RLA,TARP AVIATION,ROLEMA,RUSSIAN FEDERATION,RUS,27-Apr-2022,05-09-2024
RLU,RUSLINE ,RUSLINE AIR,RUSSIAN FEDERATION,RUS,28-Feb-2003,05-09-2024
SAY,AIR COMPANY SKY GATES AIRLINES LLC,SKY PATH,RUSSIAN FEDERATION,RUS,03-Oct-2016,05-09-2024
SMN,"SIMARGL LTD, AIRCOMPANY",SIMAVIA,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
STO,"STREAMLINE OPS, CJSC",SLOPS,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
SUM,FEDERAL STATE BUDGET INSTITUTION AVIATION RESCUE COMPANY OF EMERCOM OF RUSSIA,SUMES,RUSSIAN FEDERATION,RUS,24-May-2016,05-09-2024
TIS,AVIATIS,AVIATIS,RUSSIAN FEDERATION,RUS,18-Oct-2018,05-09-2024
TSZ,SKY HANDLING LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
TTF,224TH FLIGHT UNIT,CARGO UNIT,RUSSIAN FEDERATION,RUS,16-Oct-1995,05-09-2024
UGP,SHAR INK LTD,SHARINK,RUSSIAN FEDERATION,RUS,30-Dec-1996,05-09-2024
VCL,"AIRLINE VERTICAL-TEAM, LLC",+,RUSSIAN FEDERATION,RUS,02-Nov-2010,05-09-2024
VDA,VOLGA-DNEPR,VOLGA,RUSSIAN FEDERATION,RUS,18-Oct-2012,05-09-2024
VEK,"AVIATION INDUSTRIAL COMPANY VECTOR, LLC",ROTCEV,RUSSIAN FEDERATION,RUS,30-Dec-2014,05-09-2024
VGH,GROUND HANDLING CONTROL CENTER LLC,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
VGR,AVIA GROUP LIMITED COMPANY,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
VGV,VOLOGDA STATE AIR ENTERPRISE,VOLOGDA AIR,RUSSIAN FEDERATION,RUS,07-Sep-1995,05-09-2024
VST,INTERNATIONAL AIRNAVIGATION SERVICE EAST,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
VTK,VOSTOK AIRLINES,VOSTOK,RUSSIAN FEDERATION,RUS,29-Oct-1998,05-09-2024
VTR,TRAVERSE-AVIA SERVICE LTD,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
YAK,YAK DESIGN BUREAU,YAK AVIA,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
AKY,YAK-SERVICE,YAK-SERVICE,RUSSIAN FEDERATION,RUS,14-Dec-1994,05-09-2024
ALG,AVIATION LOGISTIC SERVICES LIMITED COMPANY,-,RUSSIAN FEDERATION,RUS,06-Mar-2019,05-09-2024
